"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","gene_id_labelling","Count","geneID_gene_level","dmr_feature_id","region_feature","context","methDiff","p_fdr","n_unique_genes_for_term","n_dmr_features_for_term","GO","region","experiment","GeneRatio_raw","BgRatio_raw"
"GO:0030574","collagen catabolic process",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3",1,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3","exp2__gene__utg579.evm.utg11123.1.6.5c22e8a4.mrna3__12276","gene","CHG",-0.643500644,0.086817633,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0034440","lipid oxidation",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"evm.utg1818.18",1,"evm.utg1818.18","exp2__gene__evm.utg1818.18__11458","gene","CHG",-2.395209581,0.0124287,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0045944","positive regulation of transcription by RNA polymerase II",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"evm.utg320.52",1,"evm.utg320.52","exp2__gene__evm.utg320.52__21105","gene","CHH",-1.041293593,0.068365712,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0046416","D-amino acid metabolic process",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"evm.utg684.27",1,"evm.utg684.27","exp2__gene__evm.utg684.27__21896","gene","CHH",-0.176056338,0.065539193,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0048511","rhythmic process",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"evm.utg320.52",1,"evm.utg320.52","exp2__gene__evm.utg320.52__21105","gene","CHH",-1.041293593,0.068365712,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0050896","response to stimulus",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"evm.utg320.52",1,"evm.utg320.52","exp2__gene__evm.utg320.52__21105","gene","CHH",-1.041293593,0.068365712,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0051301","cell division",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"evm.utg1890.18",1,"evm.utg1890.18","exp2__gene__evm.utg1890.18__11471","gene","CHG",-0.57208238,0.005708196,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0070202","regulation of establishment of protein localization to chromosome",0.0625,0.0065359477124183,1,9.5625,2.92617497767991,0.104575163398693,0.167320261437909,0.167320261437909,"evm.utg43451.17",1,"evm.utg43451.17","exp2__gene__evm.utg43451.17__5762","gene","CpG",-3.041825095,0.008102343,1,1,"Biological Processes","gene","Primed Experiment","1/16","1/153"
"GO:0006886","intracellular protein transport",0.0625,0.0130718954248366,0.5,4.78125,1.83351056973488,0.198830409356725,0.265107212475634,0.265107212475634,"evm.utg7656.7",1,"evm.utg7656.7","exp2__gene__evm.utg7656.7__12473","gene","CHG",-2.369114397,0.090915275,1,1,"Biological Processes","gene","Primed Experiment","1/16","2/153"
"GO:0030154","cell differentiation",0.0625,0.0130718954248366,0.5,4.78125,1.83351056973488,0.198830409356725,0.265107212475634,0.265107212475634,"evm.utg1828.1",1,"evm.utg1828.1","exp2__gene__evm.utg1828.1__11460","gene","CHG",-0.414937759,0.038906857,1,1,"Biological Processes","gene","Primed Experiment","1/16","2/153"
"GO:0055085","transmembrane transport",0.0625,0.0130718954248366,0.5,4.78125,1.83351056973488,0.198830409356725,0.265107212475634,0.265107212475634,"evm.utg3522.31",1,"evm.utg3522.31","exp2__gene__evm.utg3522.31__21164","gene","CHH",-1.175406872,0.038171131,1,1,"Biological Processes","gene","Primed Experiment","1/16","2/153"
"GO:0007165","signal transduction",0.0625,0.0196078431372549,0.333333333333333,3.1875,1.30342054206962,0.283722551411641,0.34046706169397,0.34046706169397,"utg11962.equina_smart_1469162utrorf.mrna1",1,"utg11962.equina_smart_1469162utrorf.mrna1","exp2__gene__utg11962.equina_smart_1469162utrorf.mrna1__4870","gene","CpG",4.368932039,0.055443964,1,1,"Biological Processes","gene","Primed Experiment","1/16","3/153"
"GO:0045892","negative regulation of DNA-templated transcription",0.0625,0.0196078431372549,0.333333333333333,3.1875,1.30342054206962,0.283722551411641,0.34046706169397,0.34046706169397,"evm.utg2606.44",1,"evm.utg2606.44","exp2__gene__evm.utg2606.44__20934","gene","CHH",-0.586206897,0.004131364,1,1,"Biological Processes","gene","Primed Experiment","1/16","3/153"
"GO:0006468","protein phosphorylation",0.125,0.0718954248366013,0.181818181818182,1.73863636363636,0.866172430892232,0.322681965044022,0.368779388621739,0.368779388621739,"evm.utg1890.18",2,"evm.utg1890.18/evm.utg483.15","exp2__gene__evm.utg1890.18__11471","gene","CHG",-0.57208238,0.005708196,2,2,"Biological Processes","gene","Primed Experiment","2/16","11/153"
"GO:0006468","protein phosphorylation",0.125,0.0718954248366013,0.181818181818182,1.73863636363636,0.866172430892232,0.322681965044022,0.368779388621739,0.368779388621739,"evm.utg483.15",2,"evm.utg1890.18/evm.utg483.15","exp2__gene__evm.utg483.15__21541","gene","CHH",-2.005730659,0.007817485,2,2,"Biological Processes","gene","Primed Experiment","2/16","11/153"
"GO:0042981","regulation of apoptotic process",0.0625,0.0261437908496732,0.25,2.390625,0.959993728445035,0.360125479261066,0.392864159193891,0.392864159193891,"utg11962.equina_smart_1469162utrorf.mrna1",1,"utg11962.equina_smart_1469162utrorf.mrna1","exp2__gene__utg11962.equina_smart_1469162utrorf.mrna1__4870","gene","CpG",4.368932039,0.055443964,1,1,"Biological Processes","gene","Primed Experiment","1/16","4/153"
"GO:0006281","DNA repair",0.0625,0.0588235294117647,0.111111111111111,1.0625,0.0658326788596622,0.640384360153323,0.668227158420859,0.668227158420859,"utg5074.evm.utg7286.34.mrna4",1,"utg5074.evm.utg7286.34.mrna4","exp2__gene__utg5074.evm.utg7286.34.mrna4__5887","gene","CpG",-1.701323251,0.0062511,1,2,"Biological Processes","gene","Primed Experiment","1/16","9/153"
"GO:0006281","DNA repair",0.0625,0.0588235294117647,0.111111111111111,1.0625,0.0658326788596622,0.640384360153323,0.668227158420859,0.668227158420859,"utg5074.evm.utg7286.34.mrna4",1,"utg5074.evm.utg7286.34.mrna4","exp2__gene__utg5074.evm.utg7286.34.mrna4__5893","gene","CpG",-2.572347267,0.089681931,1,2,"Biological Processes","gene","Primed Experiment","1/16","9/153"
"GO:0015074","DNA integration",0.0625,0.0849673202614379,0.0769230769230769,0.735576923076923,-0.339491194696076,0.776680404126303,0.776680404126303,0.776680404126303,"evm.utg2073.53",1,"evm.utg2073.53","exp2__gene__evm.utg2073.53__20739","gene","CHH",0.955963917,0.091399131,1,1,"Biological Processes","gene","Primed Experiment","1/16","13/153"
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity",0.0606060606060606,0.00847457627118644,1,7.15151515151515,3.51505438871255,0.0190407500901551,0.264942016057092,0.2478989623926,"evm.utg1781.11",2,"evm.utg1781.11/evm.utg1970.27","exp2__gene__evm.utg1781.11__20620","gene","CHH",-2.322738386,0.001610741,2,2,"Molecular Functions","gene","Primed Experiment","2/33","2/236"
"GO:0003755","peptidyl-prolyl cis-trans isomerase activity",0.0606060606060606,0.00847457627118644,1,7.15151515151515,3.51505438871255,0.0190407500901551,0.264942016057092,0.2478989623926,"evm.utg1970.27",2,"evm.utg1781.11/evm.utg1970.27","exp2__gene__evm.utg1970.27__20708","gene","CHH",-0.69637883,0.06971396,2,2,"Molecular Functions","gene","Primed Experiment","2/33","2/236"
"GO:0046983","protein dimerization activity",0.0606060606060606,0.00847457627118644,1,7.15151515151515,3.51505438871255,0.0190407500901551,0.264942016057092,0.2478989623926,"evm.utg159619.2",2,"evm.utg159619.2/evm.utg1724.20","exp2__gene__evm.utg159619.2__11392","gene","CHG",0.815047022,0.038906857,2,2,"Molecular Functions","gene","Primed Experiment","2/33","2/236"
"GO:0046983","protein dimerization activity",0.0606060606060606,0.00847457627118644,1,7.15151515151515,3.51505438871255,0.0190407500901551,0.264942016057092,0.2478989623926,"evm.utg1724.20",2,"evm.utg159619.2/evm.utg1724.20","exp2__gene__evm.utg1724.20__20590","gene","CHH",-0.100922722,0.08399471,2,2,"Molecular Functions","gene","Primed Experiment","2/33","2/236"
"GO:0003964","RNA-directed DNA polymerase activity",0.121212121212121,0.038135593220339,0.444444444444444,3.17845117845118,2.68101373923851,0.0241993683766532,0.264942016057092,0.2478989623926,"utg1828.evm.utg112.18.mrna2",4,"utg1828.evm.utg112.18.mrna2/evm.utg2526.22/evm.utg1143.29/evm.utg684.26","exp2__gene__utg1828.evm.utg112.18.mrna2__11461","gene","CHG",-0.414937759,0.038906857,4,4,"Molecular Functions","gene","Primed Experiment","4/33","9/236"
"GO:0003964","RNA-directed DNA polymerase activity",0.121212121212121,0.038135593220339,0.444444444444444,3.17845117845118,2.68101373923851,0.0241993683766532,0.264942016057092,0.2478989623926,"evm.utg2526.22",4,"utg1828.evm.utg112.18.mrna2/evm.utg2526.22/evm.utg1143.29/evm.utg684.26","exp2__gene__evm.utg2526.22__11660","gene","CHG",-0.661000944,0.090915275,4,4,"Molecular Functions","gene","Primed Experiment","4/33","9/236"
"GO:0003964","RNA-directed DNA polymerase activity",0.121212121212121,0.038135593220339,0.444444444444444,3.17845117845118,2.68101373923851,0.0241993683766532,0.264942016057092,0.2478989623926,"evm.utg1143.29",4,"utg1828.evm.utg112.18.mrna2/evm.utg2526.22/evm.utg1143.29/evm.utg684.26","exp2__gene__evm.utg1143.29__20212","gene","CHH",-0.722021661,0.060082189,4,4,"Molecular Functions","gene","Primed Experiment","4/33","9/236"
"GO:0003964","RNA-directed DNA polymerase activity",0.121212121212121,0.038135593220339,0.444444444444444,3.17845117845118,2.68101373923851,0.0241993683766532,0.264942016057092,0.2478989623926,"evm.utg684.26",4,"utg1828.evm.utg112.18.mrna2/evm.utg2526.22/evm.utg1143.29/evm.utg684.26","exp2__gene__evm.utg684.26__21897","gene","CHH",-0.176056338,0.065539193,4,4,"Molecular Functions","gene","Primed Experiment","4/33","9/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"utg5074.evm.utg7286.34.mrna4",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__utg5074.evm.utg7286.34.mrna4__5887","gene","CpG",-1.701323251,0.0062511,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"utg5074.evm.utg7286.34.mrna4",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__utg5074.evm.utg7286.34.mrna4__5893","gene","CpG",-2.572347267,0.089681931,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"utg5074.evm.utg2367.2.mrna2",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__utg5074.evm.utg2367.2.mrna2__5888","gene","CpG",-1.701323251,0.0062511,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"utg5074.evm.utg2367.2.mrna2",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__utg5074.evm.utg2367.2.mrna2__5894","gene","CpG",-2.572347267,0.089681931,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"evm.utg1818.18",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__evm.utg1818.18__11458","gene","CHG",-2.395209581,0.0124287,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"evm.utg1127.12",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__evm.utg1127.12__20204","gene","CHH",-2.637877102,0.024881072,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"evm.utg2606.44",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__evm.utg2606.44__20934","gene","CHH",-0.586206897,0.004131364,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"evm.utg3522.30",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__evm.utg3522.30__21163","gene","CHH",-1.175406872,0.038171131,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0046872","metal ion binding",0.212121212121212,0.101694915254237,0.291666666666667,2.08585858585859,2.2581554863289,0.0328451941194764,0.264942016057092,0.2478989623926,"evm.utg483.15",7,"utg5074.evm.utg7286.34.mrna4/utg5074.evm.utg2367.2.mrna2/evm.utg1818.18/evm.utg1127.12/evm.utg2606.44/evm.utg3522.30/evm.utg483.15","exp2__gene__evm.utg483.15__21541","gene","CHH",-2.005730659,0.007817485,7,9,"Molecular Functions","gene","Primed Experiment","7/33","24/236"
"GO:0070403","NAD+ binding",0.0606060606060606,0.0127118644067797,0.666666666666667,4.76767676767677,2.64240380572043,0.0520772652038429,0.264942016057092,0.2478989623926,"evm.utg11962.9",2,"evm.utg11962.9/utg11962.evm.utg628.4.mrna2","exp2__gene__evm.utg11962.9__4869","gene","CpG",4.368932039,0.055443964,2,2,"Molecular Functions","gene","Primed Experiment","2/33","3/236"
"GO:0070403","NAD+ binding",0.0606060606060606,0.0127118644067797,0.666666666666667,4.76767676767677,2.64240380572043,0.0520772652038429,0.264942016057092,0.2478989623926,"utg11962.evm.utg628.4.mrna2",2,"evm.utg11962.9/utg11962.evm.utg628.4.mrna2","exp2__gene__utg11962.evm.utg628.4.mrna2__4871","gene","CpG",4.368932039,0.055443964,2,2,"Molecular Functions","gene","Primed Experiment","2/33","3/236"
"GO:0016740","transferase activity",0.0909090909090909,0.0296610169491525,0.428571428571429,3.06493506493506,2.2314160889531,0.058964423674726,0.264942016057092,0.2478989623926,"evm.utg11962.9",3,"evm.utg11962.9/utg11962.evm.utg628.4.mrna2/evm.utg816.5","exp2__gene__evm.utg11962.9__4869","gene","CpG",4.368932039,0.055443964,3,3,"Molecular Functions","gene","Primed Experiment","3/33","7/236"
"GO:0016740","transferase activity",0.0909090909090909,0.0296610169491525,0.428571428571429,3.06493506493506,2.2314160889531,0.058964423674726,0.264942016057092,0.2478989623926,"utg11962.evm.utg628.4.mrna2",3,"evm.utg11962.9/utg11962.evm.utg628.4.mrna2/evm.utg816.5","exp2__gene__utg11962.evm.utg628.4.mrna2__4871","gene","CpG",4.368932039,0.055443964,3,3,"Molecular Functions","gene","Primed Experiment","3/33","7/236"
"GO:0016740","transferase activity",0.0909090909090909,0.0296610169491525,0.428571428571429,3.06493506493506,2.2314160889531,0.058964423674726,0.264942016057092,0.2478989623926,"evm.utg816.5",3,"evm.utg11962.9/utg11962.evm.utg628.4.mrna2/evm.utg816.5","exp2__gene__evm.utg816.5__12525","gene","CHG",-4.666666667,0.005708196,3,3,"Molecular Functions","gene","Primed Experiment","3/33","7/236"
"GO:0000215","tRNA 2-phosphotransferase activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg24438.18",1,"evm.utg24438.18","exp2__gene__evm.utg24438.18__11646","gene","CHG",-4.624402953,0.086817633,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0001054","RNA polymerase I activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg159619.2",1,"evm.utg159619.2","exp2__gene__evm.utg159619.2__11392","gene","CHG",0.815047022,0.038906857,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0001056","RNA polymerase III activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg159619.2",1,"evm.utg159619.2","exp2__gene__evm.utg159619.2__11392","gene","CHG",0.815047022,0.038906857,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0003712","transcription coregulator activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg320.52",1,"evm.utg320.52","exp2__gene__evm.utg320.52__21105","gene","CHH",-1.041293593,0.068365712,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0003746","translation elongation factor activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg1684.11",1,"evm.utg1684.11","exp2__gene__evm.utg1684.11__20571","gene","CHH",-2.297090352,0.000123408,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0003884","D-amino-acid oxidase activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg684.27",1,"evm.utg684.27","exp2__gene__evm.utg684.27__21896","gene","CHH",-0.176056338,0.065539193,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0003899","DNA-directed 5-3 RNA polymerase activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg1127.12",1,"evm.utg1127.12","exp2__gene__evm.utg1127.12__20204","gene","CHH",-2.637877102,0.024881072,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0004402","histone acetyltransferase activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg320.52",1,"evm.utg320.52","exp2__gene__evm.utg320.52__21105","gene","CHH",-1.041293593,0.068365712,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0004675","transmembrane receptor protein serine/threonine kinase activity",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg483.15",1,"evm.utg483.15","exp2__gene__evm.utg483.15__21541","gene","CHH",-2.005730659,0.007817485,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0008201","heparin binding",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg1828.1",1,"evm.utg1828.1","exp2__gene__evm.utg1828.1__11460","gene","CHG",-0.414937759,0.038906857,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg1818.18",1,"evm.utg1818.18","exp2__gene__evm.utg1818.18__11458","gene","CHG",-2.395209581,0.0124287,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0043130","ubiquitin binding",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg2526.24",1,"evm.utg2526.24","exp2__gene__evm.utg2526.24__11662","gene","CHG",-0.661000944,0.090915275,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0140297","DNA-binding transcription factor binding",0.0303030303030303,0.00423728813559322,1,7.15151515151515,2.48022481874429,0.139830508474576,0.264942016057092,0.2478989623926,"evm.utg320.52",1,"evm.utg320.52","exp2__gene__evm.utg320.52__21105","gene","CHH",-1.041293593,0.068365712,1,1,"Molecular Functions","gene","Primed Experiment","1/33","1/236"
"GO:0004222","metalloendopeptidase activity",0.0303030303030303,0.00847457627118644,0.5,3.57575757575758,1.4718208031555,0.260620266858997,0.375293184276956,0.351151517452123,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3",1,"utg579.evm.utg11123.1.6.5c22e8a4.mrna3","exp2__gene__utg579.evm.utg11123.1.6.5c22e8a4.mrna3__12276","gene","CHG",-0.643500644,0.086817633,1,1,"Molecular Functions","gene","Primed Experiment","1/33","2/236"
"GO:0005085","guanyl-nucleotide exchange factor activity",0.0303030303030303,0.00847457627118644,0.5,3.57575757575758,1.4718208031555,0.260620266858997,0.375293184276956,0.351151517452123,"evm.utg6373.20",1,"evm.utg6373.20","exp2__gene__evm.utg6373.20__6108","gene","CpG",-1.70575693,0.035048002,1,1,"Molecular Functions","gene","Primed Experiment","1/33","2/236"
"GO:0016874","ligase activity",0.0303030303030303,0.00847457627118644,0.5,3.57575757575758,1.4718208031555,0.260620266858997,0.375293184276956,0.351151517452123,"evm.utg2526.24",1,"evm.utg2526.24","exp2__gene__evm.utg2526.24__11662","gene","CHG",-0.661000944,0.090915275,1,1,"Molecular Functions","gene","Primed Experiment","1/33","2/236"
"GO:0022857","transmembrane transporter activity",0.0303030303030303,0.00847457627118644,0.5,3.57575757575758,1.4718208031555,0.260620266858997,0.375293184276956,0.351151517452123,"evm.utg259.6",1,"evm.utg259.6","exp2__gene__evm.utg259.6__11671","gene","CHG",-1.478743068,0.01424632,1,1,"Molecular Functions","gene","Primed Experiment","1/33","2/236"
